recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
74770,Health Canada,Nurse Assist Products in Medline Surgical Kits,Sterility Issue,Medical devices - General hospital and personal use,2023-12-21,2024-05-30 18:48:21.101899,Health products
74786,Health Canada,Bleomycin for Injection USP,Product quality,Drugs,2023-12-21,2024-05-30 18:48:21.101899,Health products
74778,Health Canada,Q-Stress and Xscribe (Version 6 or Higher),Performance issue,Medical devices - Cardiovascular,2023-12-21,2024-05-30 18:48:21.101899,Health products
74779,Health Canada,Scorpio and Duracon Total Knee Systems,Performance issue,Medical devices - Orthopaedics,2023-12-21,2024-05-30 18:48:21.101899,Health products
74798,Transport Canada,Motor Tricycle recalled by BOMBARDIER RECREATIONAL PRODUCTS,Visual System,Motor Tricycle,2023-12-21,2024-05-30 18:48:21.101899,Vehicles
74780,Health Canada,"Portable firepots, also known as firebowls, flamepots, or tabletop firepits, are decorative lighting accents that support an open flame by burning liquid or gel fuels.","Burn hazard, Fire hazard, Flammability hazard, Injury hazard","Appliances, Consumer products - Outdoor living, Consumer products - Specialized products",2023-12-21,2024-05-30 18:48:21.101899,Consumer products
74785,Health Canada,Privigen,Adverse reaction,Drugs,2023-12-21,2024-05-30 18:48:21.101899,Health products
74800,Transport Canada,SUV recalled by TOYOTA,Airbag,SUV,2023-12-21,2024-05-30 18:48:21.101899,Vehicles
74870,Canadian Food Inspection Agency,Peanut Butter Balls and Date Squares,"Peanut, Wheat","Candy, confectionary, snacks and sweeteners",2023-12-20,2024-05-30 18:48:21.101899,Food
74763,Health Canada,Alaris™ GH Plus Guardrails™ Syringe Pump,Device compatibility,Medical devices - General hospital and personal use,2023-12-20,2024-05-30 18:48:21.101899,Health products
74765,Health Canada,"INGENIO, INLIVEN, INVIVE and VITALIO Pacemakers",Performance issue,Medical devices - Cardiovascular,2023-12-20,2024-05-30 18:48:21.101899,Health products
74766,Health Canada,Mega Soft Electrodes,Performance issue,Medical devices - General and plastic surgery,2023-12-20,2024-05-30 18:48:21.101899,Health products
74768,Health Canada,Cytosponge™ Cell Collection Device,Performance issue,Medical devices - Anaesthesiology,2023-12-20,2024-05-30 18:48:21.101899,Health products
74771,Health Canada,Claritin® Kids Rapid Dissolve,Contamination,Drugs,2023-12-20,2024-05-30 18:48:21.101899,Health products
74773,Health Canada,Claritin® Rapid Dissolve,Contamination,Drugs,2023-12-20,2024-05-30 18:48:21.101899,Health products
74789,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Label,SUV,2023-12-20,2024-05-30 18:48:21.101899,Vehicles
74751,Health Canada,T3 Champs Box Wallet,Microbial hazard,Clothing and accessories,2023-12-20,2024-05-30 18:48:21.101899,Consumer products
74788,Transport Canada,SUV recalled by VINFAST AUTO CANADA INC.,Electrical,SUV,2023-12-20,2024-05-30 18:48:21.101899,Vehicles
74775,Canadian Food Inspection Agency,Unsweetened Coconut Plant-Based Yogurt,Non harmful (quality or spoilage),Other,2023-12-19,2024-05-30 18:48:21.101899,Food
74726,Health Canada,A-IPOWER Inverter Generator 7100/5700 WATT model GXS7100IRDC,Electrical hazard,Appliances,2023-12-19,2024-05-30 18:48:21.101899,Consumer products
74759,Health Canada,"Back Forty Sativa Mandarin Cookies dried cannabis, Lot 1040130-01",Labelling and packaging,Cannabis,2023-12-19,2024-05-30 18:48:21.101899,Consumer products
74758,Canadian Food Inspection Agency,Plant Based Vegan Steaks,Egg,Other,2023-12-19,2024-05-30 18:48:21.101899,Food
74764,Canadian Food Inspection Agency,Scary Friends Mini-Bars,Extraneous Material,"Candy, confectionary, snacks and sweeteners",2023-12-19,2024-05-30 18:48:21.101899,Food
74757,Health Canada,Shell Rotella ELC NF Pre-diluted 50/50 Heavy Duty Antifreeze + Coolant,Poisoning hazard,Chemicals,2023-12-19,2024-05-30 18:48:21.101899,Consumer products
74777,Transport Canada,Snowmobile recalled by TEXTRON,Powertrain,Snowmobile,2023-12-19,2024-05-30 18:48:21.101899,Vehicles
74866,Canadian Food Inspection Agency,Hula Hula Tropical Sour,Non harmful (quality or spoilage),Beverages - Alcoholic,2023-12-18,2024-05-30 18:48:21.101899,Food
72895,Transport Canada,Motor Tricycle recalled by BOMBARDIER RECREATIONAL PRODUCTS,Visual System,Motor Tricycle,2023-12-18,2024-05-30 18:48:21.101899,Vehicles
74739,Health Canada,"Delta Shutters Inc., Dual Shade and Roller Shade Corded Window Coverings",Strangulation hazard,Household items,2023-12-18,2024-05-30 18:48:21.101899,Consumer products
74740,Health Canada,Various corded window coverings by Maxxmar Window Fashions,"Choking hazard, Strangulation hazard",Household items,2023-12-15,2024-05-30 18:48:21.101899,Consumer products
74736,Health Canada,Soltive Superpulsed Laser Fiber Single Use,Labelling and packaging,Medical devices - General hospital and personal use,2023-12-15,2024-05-30 18:48:21.101899,Health products
74753,Health Canada,PMS-Perindopril,Packaging,Drugs,2023-12-15,2024-05-30 18:48:21.101899,Health products
74752,Health Canada,Hadalabo Pearl Barley Facial Foam,Unauthorized product,Drugs,2023-12-15,2024-05-30 18:48:21.101899,Health products
74743,Canadian Food Inspection Agency,Enoki Mushroom,Listeria,Fruits and vegetables - Fresh,2023-12-15,2024-05-30 18:48:21.101899,Food
74756,Transport Canada,Light Truck & Van recalled by MAZDA,Airbag,Light Truck & Van,2023-12-15,2024-05-30 18:48:21.101899,Vehicles
74742,Health Canada,FG Square Santa Sleigh,Fire hazard,Household items,2023-12-15,2024-05-30 18:48:21.101899,Consumer products
74733,Health Canada,Airtouch and Airfit ResMed Masks,Device compatibility,Medical devices - Anaesthesiology,2023-12-14,2024-05-30 18:48:21.101899,Health products
74741,Health Canada,JAMP Guanfacine XR 1 mg tablets,Product safety,,2023-12-14,2024-05-30 18:48:21.101899,Health products
74724,Health Canada,"LOGiiX Piston Power 10,000 & 5000 Mini Power Banks",Fire hazard,Electronics,2023-12-14,2024-05-30 18:48:21.101899,Consumer products
74730,Health Canada,Copper Grove Yerevan Top Down Bottom Up Shades,Strangulation hazard,Household items,2023-12-14,2024-05-30 18:48:21.101899,Consumer products
73562,Health Canada,Steamfast brand lightweight handheld Home and Away Travel Steam Iron models,Fire hazard,Household items,2023-12-14,2024-05-30 18:48:21.101899,Consumer products
74734,Health Canada,Power Knee,Performance issue,"Medical devices - General hospital and personal use, Health products - Medical devices - Orthopaedics",2023-12-14,2024-05-30 18:48:21.101899,Health products
74735,Health Canada,Monolisa Hcv Ag-Ab Ultra V2,Performance issue,Medical devices - Microbiology,2023-12-14,2024-05-30 18:48:21.101899,Health products
74729,Health Canada,JAMP Guanfacine XR 1 mg,Product safety,Drugs,2023-12-14,2024-05-30 18:48:21.101899,Health products
74754,Transport Canada,RV Trailer recalled by ROULOTTES PROLITE INC.,Other,RV Trailer,2023-12-14,2024-05-30 18:48:21.101899,Vehicles
74745,Transport Canada,SUV recalled by NISSAN,Lights And Instruments,SUV,2023-12-13,2024-05-30 18:48:21.101899,Vehicles
74725,Health Canada,Taylor & Olive Halfway Insulating Cordless Roman Shades,Choking hazard,Household items,2023-12-13,2024-05-30 18:48:21.101899,Consumer products
74749,Transport Canada,Motorcycle recalled by POLARIS,Engine,Motorcycle,2023-12-13,2024-05-30 18:48:21.101899,Vehicles
74737,Canadian Food Inspection Agency,"Mealtime Bowls - Veggie Chicken Pasta, Mealtime Bowls - Veggie Beef Lasagna",Extraneous Material,Infant products,2023-12-13,2024-05-30 18:48:21.101899,Food
73367,Health Canada,Various unauthorized health products promoted as a workout aid,Unauthorized product,Drugs,2023-12-13,2024-05-30 18:48:21.101899,Health products
74731,Health Canada,Product: Unauthorized injectable drug products sold online by Canlab Research,Unauthorized product,Drugs,2023-12-13,2024-05-30 18:48:21.101899,Health products
74750,Transport Canada,SUV recalled by MERCEDES-BENZ,Electrical,SUV,2023-12-13,2024-05-30 18:48:21.101899,Vehicles
74747,Transport Canada,RV Trailer recalled by KEYSTONE,Suspension,RV Trailer,2023-12-13,2024-05-30 18:48:21.101899,Vehicles
74744,Transport Canada,Car recalled by PORSCHE,Structure,Car,2023-12-13,2024-05-30 18:48:21.101899,Vehicles
74748,Transport Canada,Truck - Med. & H.D. recalled by OSHKOSH CORPORATION,Accessories,Truck - Med. & H.D.,2023-12-13,2024-05-30 18:48:21.101899,Vehicles
74732,Health Canada,Trudell Sterile Water,Labelling and packaging,"Medical devices - Gastroenterology & Urology, Health products - Medical devices - General hospital and personal use",2023-12-13,2024-05-30 18:48:21.101899,Health products
74727,Health Canada,Apo-Metoprolol,Product quality,Drugs,2023-12-12,2024-05-30 18:48:21.101899,Health products
74728,Transport Canada,SUV recalled by VOLVO,Seats And Restraints,SUV,2023-12-11,2024-05-30 18:48:21.101899,Vehicles
74447,Transport Canada,RV Trailer recalled by BRINKLEY RV,Electrical,RV Trailer,2023-12-11,2024-05-30 18:48:21.101899,Vehicles
73923,Transport Canada,Car recalled by FORD,Electrical,Car,2023-12-11,2024-05-30 18:48:21.101899,Vehicles
74738,Canadian Food Inspection Agency,Meat products,Extraneous Material,Meat and poultry - Processed,2023-12-11,2024-05-30 18:48:21.101899,Food
74722,Canadian Food Inspection Agency,Fresh cut cantaloupe products,Salmonella,Fruits and vegetables - Fresh,2023-12-08,2024-05-30 18:48:21.101899,Food
74718,Health Canada,Mr. Gold Super Suds Shampoo Superior Surface Cleanser and Marine and Boat Vinyl & Rubber Protectant,Labelling and packaging,Chemicals,2023-12-08,2024-05-30 18:48:21.101899,Consumer products
74588,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Accessories,Motorhome,2023-12-08,2024-05-30 18:48:21.101899,Vehicles
74720,Canadian Food Inspection Agency,Sauces and Soup Bases,Clostridium botulinum,Condiments,2023-12-08,2024-05-30 18:48:21.101899,Food
74707,Health Canada,Baby Christmas Hat with Pom Pom (0-6 months),Choking hazard,Clothing and accessories,2023-12-08,2024-05-30 18:48:21.101899,Consumer products
74723,Transport Canada,Truck - Med. & H.D. recalled by KME FIRE APPARATUS,Brakes,Truck - Med. & H.D.,2023-12-08,2024-05-30 18:48:21.101899,Vehicles
74721,Health Canada,Taro-Dipyridamole/ASA,Product quality,Drugs,2023-12-08,2024-05-30 18:48:21.101899,Health products
74355,Transport Canada,Truck - Med. & H.D. recalled by SPARTAN FIRE,Brakes,Truck - Med. & H.D.,2023-12-07,2024-05-30 18:48:21.101899,Vehicles
74716,Health Canada,Med-RX® I.V. Set Stopcock,Performance issue,Medical devices - General hospital and personal use,2023-12-07,2024-05-30 18:48:21.101899,Health products
74651,Transport Canada,RV Trailer recalled by GRAND DESIGN RV,Electrical,RV Trailer,2023-12-07,2024-05-30 18:48:21.101899,Vehicles
74694,Transport Canada,SUV recalled by MERCEDES-BENZ,Brakes,SUV,2023-12-07,2024-05-30 18:48:21.101899,Vehicles
74719,Health Canada,Maquet Surgical Lights,Performance issue,Medical devices - General and plastic surgery,2023-12-07,2024-05-30 18:48:21.101899,Health products
74717,Health Canada,"Philips Trilogy Evo, O2",Labelling and packaging,Medical devices - Anaesthesiology,2023-12-07,2024-05-30 18:48:21.101899,Health products
74704,Health Canada,Bugaboo Dragonfly Stroller seat,Injury hazard,Other,2023-12-07,2024-05-30 18:48:21.101899,Consumer products
74359,Health Canada,Windsor Queen Xtrabed™ Mobile Murphy Beds,"Entrapment hazard, Tip-over hazard",Household items - Furniture and furnishings,2023-12-07,2024-05-30 18:48:21.101899,Consumer products
74702,Health Canada,"Nurse Assist Sterile Wound Flush, USP Normal Saline and USP Sterile Water",Sterility Issue,"Medical devices - Gastroenterology & Urology, Health products - Medical devices - General hospital and personal use",2023-12-06,2024-05-30 18:48:21.101899,Health products
74709,Canadian Food Inspection Agency,Enoki Mushroom,Listeria,Fruits and vegetables - Fresh,2023-12-06,2024-05-30 18:48:21.101899,Food
74901,Canadian Food Inspection Agency,Orange Madness,Labelling and packaging,Beverages - Non-alcoholic,2023-12-06,2024-05-30 18:48:21.101899,Food
74705,Health Canada,Aptima® CMV Quant Assay,Performance issue,Medical devices - Immunology,2023-12-06,2024-05-30 18:48:21.101899,Health products
74703,Health Canada,LITe Decompression Tube Snake Arm,Performance issue,Medical devices - Orthopaedics,2023-12-06,2024-05-30 18:48:21.101899,Health products
74708,Health Canada,HD ENDOEYE™ Laparo-Thoraco Videoscope,Labelling and packaging,Medical devices - General and plastic surgery,2023-12-06,2024-05-30 18:48:21.101899,Health products
74701,Health Canada,Elmer’s® Rubber Cement,Flammability hazard,Chemicals,2023-12-06,2024-05-30 18:48:21.101899,Consumer products
74520,Transport Canada,Restricted-Use Vehicle recalled by TEXTRON,Electrical,Restricted-Use Vehicle,2023-12-05,2024-05-30 18:48:21.101899,Vehicles
74682,Health Canada,Valleylab FT10 FT Series Energy Platform,Device compatibility,Medical devices - General and plastic surgery,2023-12-05,2024-05-30 18:48:21.101899,Health products
74681,Health Canada,Synchromed II - Programmable Pump,Performance issue,Medical devices - General hospital and personal use,2023-12-05,2024-05-30 18:48:21.101899,Health products
74680,Health Canada,Ambu aView 2 Advance,Performance issue,Medical devices - General hospital and personal use,2023-12-05,2024-05-30 18:48:21.101899,Health products
74699,Health Canada,Hull Cleaner Formula Gel,Labelling and packaging,Chemicals,2023-12-05,2024-05-30 18:48:21.101899,Consumer products
74713,Transport Canada,Motorhome recalled by TIFFIN,Accessories,Motorhome,2023-12-05,2024-05-30 18:48:21.101899,Vehicles
74715,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Electrical,Motorhome,2023-12-05,2024-05-30 18:48:21.101899,Vehicles
74623,Health Canada,Lenovo USB-C Laptop Power Bank,Fire hazard,Electronics,2023-12-05,2024-05-30 18:48:21.101899,Consumer products
74712,Transport Canada,Light Truck & Van recalled by FORD,Brakes,Light Truck & Van,2023-12-05,2024-05-30 18:48:21.101899,Vehicles
74711,Transport Canada,Car recalled by FORD,Brakes,Car,2023-12-05,2024-05-30 18:48:21.101899,Vehicles
74714,Transport Canada,Bus recalled by PREVOST,Brakes,Bus,2023-12-05,2024-05-30 18:48:21.101899,Vehicles
74679,Health Canada,Cardiohelp-i,Performance issue,Medical devices - Gastroenterology & Urology,2023-12-04,2024-05-30 18:48:21.101899,Health products
74695,Transport Canada,SUV recalled by LAND ROVER,Engine,SUV,2023-12-04,2024-05-30 18:48:21.101899,Vehicles
74684,Health Canada,GE Brand 30” Knob-Controlled Electric Radiant Cooktops,Burn hazard,Appliances,2023-12-04,2024-05-30 18:48:21.101899,Consumer products
74571,Health Canada,JAMP-ASA EC,Product quality,Drugs,2023-12-04,2024-05-30 18:48:21.101899,Health products
74669,Health Canada,Amia Automated PD Set With Cassette,Performance issue,Medical devices - Gastroenterology & Urology,2023-12-04,2024-05-30 18:48:21.101899,Health products
74670,Health Canada,EZDilate Balloon Dilators,Performance issue,"Medical devices - Ear, nose and throat",2023-12-04,2024-05-30 18:48:21.101899,Health products
74671,Health Canada,Actim Prom And Actim Partus,Performance issue,Medical devices - Chemistry,2023-12-04,2024-05-30 18:48:21.101899,Health products
74672,Health Canada,Webril Undercast Padding,Performance issue,Medical devices - Orthopaedics,2023-12-04,2024-05-30 18:48:21.101899,Health products
74683,Health Canada,HT Blinds: Zebra Blinds,Strangulation hazard,Household items,2023-12-04,2024-05-30 18:48:21.101899,Consumer products
74667,Health Canada,"Synovis Intravascular Probes, Shunts and Patches",Labelling and packaging,Medical devices - Cardiovascular,2023-12-01,2024-05-30 18:48:21.101899,Health products
74674,Health Canada,Sticky Spot tar & glue cleaner,Labelling and packaging,Chemicals,2023-12-01,2024-05-30 18:48:21.101899,Consumer products
74658,Health Canada,Smiths Medical Rotators,Performance issue,"Medical devices - Anaesthesiology, Health products - Medical devices - General hospital and personal use",2023-12-01,2024-05-30 18:48:21.101899,Health products
74659,Health Canada,Vantage Galan 3T,Performance issue,Medical devices - Radiology,2023-12-01,2024-05-30 18:48:21.101899,Health products
74664,Health Canada,Ostene Bone Hemostasis Material,Labelling and packaging,Medical devices - Orthopaedics,2023-12-01,2024-05-30 18:48:21.101899,Health products
74665,Health Canada,Baxter Healthcare Hemostatic Products,Labelling and packaging,"Medical devices - Cardiovascular, Health products - Medical devices - General and plastic surgery",2023-12-01,2024-05-30 18:48:21.101899,Health products
74676,Health Canada,Marcelle 40+ Anti-Wrinkle Cream,Microbial hazard,Beauty and personal care,2023-12-01,2024-05-30 18:48:21.101899,Consumer products
74696,Transport Canada,School Bus recalled by MICRO BIRD,Seats And Restraints,School Bus,2023-12-01,2024-05-30 18:48:21.101899,Vehicles
74697,Transport Canada,SUV recalled by BMW,Airbag,SUV,2023-12-01,2024-05-30 18:48:21.101899,Vehicles
